Altitude [m],Mach Number,Air Density [kg/m^3],Pitch Angle [rad],Speed of Sound [m/s],True Airspeed [m/s],Pitch Rate [rad/s],Roll Angle [rad],Roll Rate [rad/s],Yaw Angle [rad],Yaw Rate [rad/s],Angle of Attack [rad]
9143.248215583668,0.008061907215349969,0.4590828701003638,0.08412906602306781,303.2333442837459,2.4446390862158323,0.3490658503988659,0.04933297390321921,0.17453292519943295,0.13308035684781072,0.5235987755982988,-1.4865652558170959
9143.223280259046,0.008384384540077658,0.459084252485935,0.08735131243336018,303.2334513501302,2.5424258615344226,0.3490658503988659,0.05154290223248725,0.17453292519943295,0.1385055991738556,0.5235987755982988,-1.4833294327366353
9143.197367065964,0.00870686198435133,0.45908568908340314,0.09056155649281308,303.2335626152503,2.6402127787141416,0.3490658503988659,0.05377098532514919,0.17453292519943295,0.14393953493880518,0.5235987755982988,-1.480104393864715
9143.17047600298,0.009029339552286865,0.45908717989284825,0.09375968402084812,303.23367807911245,2.7379998430651526,0.3490658503988659,0.056017216507674314,0.17453292519943295,0.1493822508260236,0.5235987755982988,-1.476890191634403
9143.142607068596,0.009351817247938564,0.4590887249143534,0.09694558054437112,303.233797741723,2.835787059878959,0.3490658503988659,0.05828158874829023,0.17453292519943295,0.1548338324089129,0.5235987755982988,-1.4736868777424508
9143.113760261258,0.009674295075295833,0.45909032414800455,0.1001191312998808,303.2339216030886,2.933574434427403,0.3490658503988659,0.06056409463290229,0.17453292519943295,0.16029436413592663,0.5235987755982988,-1.4704945031581278
9143.083935579365,0.009996773038279828,0.45909197759389064,0.10328022123579128,303.23404966321624,3.0313619719616463,0.3490658503988659,0.06286472634083559,0.17453292519943295,0.1657639293153068,0.5235987755982988,-1.4673131181322419
9143.05313302126,0.010319251140740006,0.4590936852521035,0.10642873501497097,303.2341819221129,3.129149677711126,0.3490658503988659,0.06518347562040157,0.17453292519943295,0.17124261009954733,0.5235987755982988,-1.4641427722063352
9143.021352585234,0.010641729386450608,0.4590954471227378,0.10956455701750077,303.23431837978603,3.226937556882489,0.3490658503988659,0.06752033376429158,0.17453292519943295,0.17673048746958703,0.5235987755982988,-1.4609835142220542
9142.988594269527,0.010964207779107098,0.45909726320589117,0.11268757134365438,303.23445903624315,3.32472561465851,0.3490658503988659,0.06987529158479983,0.17453292519943295,0.18222764121873639,0.5235987755982988,-1.457835392330692
9142.954858072328,0.011286686322322482,0.4590991335016641,0.11579766181710328,303.23460389149204,3.422513856196979,0.3490658503988659,0.07224833938887845,0.17453292519943295,0.18773414993634166,0.5235987755982988,-1.4546984540028927
9142.920143991772,0.01160916501962361,0.4591010580101597,0.11889471198834937,303.2347529455407,3.5203022866295783,0.3490658503988659,0.07463946695302787,0.17453292519943295,0.19325009099119048,0.5235987755982988,-1.4515727460385235
9142.884452025948,0.011931643874447385,0.4591030367314842,0.12197860513838789,303.2349061983973,3.6180909110607344,0.3490658503988659,0.07704866349802539,0.17453292519943295,0.19877554051466348,0.5235987755982988,-1.4484583145767012
9142.847782172888,0.012254122890136894,0.45910506966574666,0.12504922428260334,303.2350636500704,3.7158797345664456,0.3490658503988659,0.07947591766349586,0.17453292519943295,0.2043105733836364,0.5235987755982988,-1.445355205105975
9142.810134430578,0.01257660206993751,0.45910715681305864,0.12810645217490135,303.2352253005685,3.813668762193097,0.3490658503988659,0.08192121748232796,0.17453292519943295,0.2098552632031377,0.5235987755982988,-1.442263462474662
9142.771508796948,0.012899081416992869,0.4591092981735349,0.13115017131207876,303.23539114990064,3.911457998956247,0.3490658503988659,0.0843845503549402,0.17453292519943295,0.21540968228876672,0.5235987755982988,-1.439183130901328
9142.731905269886,0.013221560934340857,0.4591114937472926,0.13418026393843516,303.23556119807574,4.009247449839404,0.3490658503988659,0.08686590302340104,0.17453292519943295,0.22097390164887803,0.5235987755982988,-1.4361142539854148
9142.691323847223,0.013544040624909449,0.45911374353445195,0.13719661205062808,303.2357354451032,4.107037119792772,0.3490658503988659,0.08936526154540753,0.17453292519943295,0.22654799096653724,0.5235987755982988,-1.4330568747180046
9142.649764526745,0.013866520491512565,0.45911604753513563,0.14019909740277478,303.2359138909925,4.204827013731987,0.3490658503988659,0.09188261126812759,0.17453292519943295,0.2321320185812546,0.5235987755982988,-1.430011035492726
9142.607227306185,0.014189000536845785,0.4591184057494694,0.143187601511803,303.2360965357534,4.302617136536825,0.3490658503988659,0.09441793680191098,0.17453292519943295,0.23772605147050258,0.5235987755982988,-1.4269767781167901
9142.563712183235,0.014511480763482083,0.4591208181775812,0.14616200566305343,303.2362833793958,4.4004074930499035,0.3490658503988659,0.09697122199387435,0.17453292519943295,0.2433301552310238,0.5235987755982988,-1.4239541438221583
9142.51921915553,0.014833961173867413,0.45912328481960213,0.14912219091613654,303.23647442192987,4.4981980880753465,0.3490658503988659,0.09954244990136639,0.17453292519943295,0.24894439405993637,0.5235987755982988,-1.4209431732768372
9142.473748220664,0.01515644177031632,0.45912580567566563,0.15206803811104577,303.2366696633659,4.5959889263774505,0.3490658503988659,0.10213160276531885,0.17453292519943295,0.2545688307356435,0.5235987755982988,-1.417943906596298
9142.427299376177,0.015478922555007423,0.459128380745908,0.1549994278745301,303.2368691037144,4.693780012679318,0.3490658503988659,0.10473866198349013,0.17453292519943295,0.26020352659855517,0.5235987755982988,-1.414956383355015
9142.37987261957,0.01580140352997887,0.45913101003046786,0.15791624062672815,303.23707274298624,4.7915713516614815,0.3490658503988659,0.10736360808360791,0.17453292519943295,0.26584854153162907,0.5235987755982988,-1.4119806425981234
9142.331467948288,0.016123884697123732,0.4591336935294867,0.16081835658806604,303.23728058119235,4.889362947960502,0.3490658503988659,0.110006420696418,0.17453292519943295,0.2715039339407395,0.5235987755982988,-1.4090167228531914
9142.282085359739,0.016446366058185367,0.4591364312431084,0.1637056557864216,303.23749261834377,4.987154806167565,0.3490658503988659,0.11266707852864667,0.17453292519943295,0.2771697607348822,0.5235987755982988,-1.4060646621421038
9142.231724851279,0.016768847614752665,0.4591392231714794,0.16657801806455688,303.23770885445197,5.08494693082704,0.3490658503988659,0.11534555933588428,0.17453292519943295,0.28284607730622363,0.5235987755982988,-1.403124497993055
9142.180386420221,0.01709132936825529,0.4591420693147488,0.1694353230878213,303.2379292895284,5.182739326435037,0.3490658503988659,0.11804183989539804,0.17453292519943295,0.2885329375100044,0.5235987755982988,-1.4001962674526478
9142.128070063834,0.01741381131995886,0.4591449696730679,0.1722774503521274,303.23815392358483,5.280531997437949,0.3490658503988659,0.12075589597888244,0.17453292519943295,0.2942303936443054,0.5235987755982988,-1.3972800070980955
9142.074775779342,0.01773629347096007,0.4591479242465907,0.17510427919220148,303.23838275663314,5.378324948230963,0.3490658503988659,0.12348770232515591,0.17453292519943295,0.2999384964296867,0.5235987755982988,-1.3943757530495269
9142.020503563925,0.01805877582218175,0.4591509330354734,0.17791568879011058,303.2386157886855,5.476118183156574,0.3490658503988659,0.1262372326128129,0.17453292519943295,0.30565729498870925,0.5235987755982988,-1.391483540982386
9141.965253414719,0.018381258374367906,0.45915399603987483,0.18071155818406828,303.2388530197542,5.5739117065030745,0.3490658503988659,0.12900445943284053,0.17453292519943295,0.3113868368253499,0.5235987755982988,-1.388603406139932
9141.909025328821,0.018703741128078682,0.459157113259956,0.1834917662775207,303.23909444985156,5.671705522503025,0.3490658503988659,0.13178935426120988,0.17453292519943295,0.3171271678043196,0.5235987755982988,-1.3857353833458292
9141.851819303283,0.01902622408368529,0.45916028469588027,0.18625619184851427,303.23934007899044,5.769499635331722,0.3490658503988659,0.1345918874314517,0.17453292519943295,0.3228783321302969,0.5235987755982988,-1.3828795070168312
9141.793635335114,0.019348707241364883,0.4591635103478135,0.18900471355934736,303.23958990718364,5.867294049105642,0.3490658503988659,0.1374120281072271,0.17453292519943295,0.3286403723270872,0.5235987755982988,-1.3800358111755513
9141.734473421287,0.01967119060109543,0.45916679021592344,0.19173720996650673,303.239843934444,5.9650887678808795,0.3490658503988659,0.14024974425490414,0.17453292519943295,0.3344133292167204,0.5235987755982988,-1.3772043294633232
9141.67433355873,0.019993674162650434,0.4591701243003804,0.19445355953089055,303.24010216078494,6.062883795651564,0.3490658503988659,0.14310500261615117,0.17453292519943295,0.340197241898498,0.5235987755982988,-1.3743850951531436
9141.613215744335,0.020316157925593777,0.4591735126013568,0.19715364062831905,303.24036458621964,6.160679136348272,0.3490658503988659,0.14597776868055878,0.17453292519943295,0.3459921477280025,0.5235987755982988,-1.3715781411627004
9141.551119974953,0.02063864188927435,0.4591769551190272,0.19983733156033398,303.2406312107617,6.258474793836422,0.3490658503988659,0.14886800665830194,0.17453292519943295,0.35179808229608256,0.5235987755982988,-1.3687835000674815
9141.488046247396,0.020961126052820793,0.45918045185356815,0.202504510565288,303.2409020344248,6.356270771914659,0.3490658503988659,0.1517756794528547,0.17453292519943295,0.3576150794078254,0.5235987755982988,-1.3660012041139615
9141.42399455844,0.021283610415136083,0.4591840028051586,0.20515505582972496,303.24117705722267,6.45406707431323,0.3490658503988659,0.15470074863376998,0.17453292519943295,0.3634431710615316,0.5235987755982988,-1.3632312852328692
9141.358964904823,0.021606094974892152,0.4591876079739793,0.20778884550005144,303.2414562791695,6.551863704692342,0.3490658503988659,0.15764317440953743,0.17453292519943295,0.36928238742770525,0.5235987755982988,-1.3604737750525282
9141.292957283247,0.02192857973052446,0.459191267360213,0.21040575769450093,303.2417397002793,6.64966066664052,0.3490658503988659,0.1606029156005325,0.17453292519943295,0.3751327568280731,0.5235987755982988,-1.3577287049122762
9141.225971690379,0.022251064680226532,0.4591949809640446,0.2130056705153903,303.2420273205665,6.747457963672946,0.3490658503988659,0.16357992961207057,0.17453292519943295,0.3809943057146487,0.5235987755982988,-1.3549961058759532
9141.158008122851,0.02257354982194443,0.4591987487856608,0.2155884620616696,303.2423191400455,6.84525559922979,0.3490658503988659,0.16657417240757996,0.17453292519943295,0.3868670586488547,0.5235987755982988,-1.3522760087454662
9141.089066577262,0.022896035153371276,0.4592025708252502,0.21815401044176502,303.24261515873087,6.943053576674539,0.3490658503988659,0.16958559848190818,0.17453292519943295,0.3927510382807195,0.5235987755982988,-1.3495684440744222
9141.019147050176,0.02321852067194165,0.4592064470830032,0.2207021937867152,303.24291537663737,7.040851899292307,0.3490658503988659,0.17261416083477624,0.17453292519943295,0.3986462653281637,0.5235987755982988,-1.3468734421818316
9140.948249538125,0.023541006374826038,0.45921037755911204,0.22323289026360071,303.24321979378,7.138650570288148,0.3490658503988659,0.17565981094439567,0.17453292519943295,0.40455275855639156,0.5235987755982988,-1.344191033165882
9140.87637403761,0.023863492258925225,0.4592143622537707,0.22574597808926639,303.24352841017367,7.236449592785351,0.3490658503988659,0.17872249874126417,0.17453292519943295,0.4104705347574041,0.5235987755982988,-1.3415212469177773
9140.803520545101,0.024185978320864658,0.459218401167175,0.2282413355443363,303.24384122583353,7.334248969823735,0.3490658503988659,0.1818021725821549,0.17453292519943295,0.41639960872965043,0.5235987755982988,-1.3388641131356467
9140.729689057036,0.0245084645569888,0.4592224942995224,0.23071884098752032,303.244158240775,7.432048704357937,0.3490658503988659,0.18489877922431602,0.17453292519943295,0.4223399932578338,0.5235987755982988,-1.3362196613385182
9140.654879569827,0.02483095096335547,0.4592266416510116,0.23317837287021206,303.24447945501333,7.529848799255691,0.3490658503988659,0.18801226379989633,0.17453292519943295,0.42829169909288944,0.5235987755982988,-1.3335879208803594
9140.579092079857,0.025153437535730152,0.4592308432218434,0.2356198097513764,303.2448048685642,7.627649257296108,0.3490658503988659,0.1911425697906139,0.17453292519943295,0.43425473493215194,0.5235987755982988,-1.330968920964182
9140.50232658348,0.0254759242695803,0.45923509901221976,0.23804303031272617,303.24513448144313,7.7254500811679385,0.3490658503988659,0.19428963900268445,0.17453292519943295,0.44022910739972937,0.5235987755982988,-1.328362690656213
9140.424583077025,0.025798411160069604,0.4592394090223442,0.2404479133741863,303.24546829366597,7.823251273467846,0.3490658503988659,0.19745341154202703,0.17453292519943295,0.44621482102710264,0.5235987755982988,-1.3257692589001295
9140.345861556796,0.02612089820205231,0.45924377325242177,0.24283433790964365,303.2458063052485,7.921052836698668,0.3490658503988659,0.20063382578976385,0.17453292519943295,0.452211878233968,0.5235987755982988,-1.3231886545313574
9140.26616201907,0.026443385390067423,0.4592481917026587,0.24520218306298103,303.2461485162068,8.018854773267678,0.3490658503988659,0.20383081837803285,0.17453292519943295,0.4582202793093413,0.5235987755982988,-1.320620906291435
9140.185484460104,0.026765872718333004,0.45925266437326256,0.2475513281643934,303.2464949265569,8.116657085484837,0.3490658503988659,0.20704432416613028,0.17453292519943295,0.4642400223929426,0.5235987755982988,-1.318066042842441
9140.103828876128,0.027088360180740408,0.4592571912644423,0.24988165274698382,303.24684553631505,8.214459775561053,0.3490658503988659,0.2102742762170022,0.17453292519943295,0.47027110345688083,0.5235987755982988,-1.3155240927814864
9140.021195263356,0.027410847770848543,0.4592617723764079,0.2521930365636369,303.2472003454974,8.312262845606439,0.3490658503988659,0.21352060577410314,0.17453292519943295,0.47631351628765667,0.5235987755982988,-1.3129950846552698
9139.937583617977,0.027733335481878073,0.45926640770937066,0.2544853596041669,303.24755935412037,8.410066297628553,0.3490658503988659,0.2167832422386405,0.17453292519943295,0.4823672524685042,0.5235987755982988,-1.3104790469746987
9139.85299393616,0.028055823306705713,0.45927109726354287,0.25675850211273815,303.2479225622004,8.507870133530671,0.3490658503988659,0.22006211314722413,0.17453292519943295,0.4884323013620902,0.5235987755982988,-1.307976008229576
9139.767426214059,0.028378311237858413,0.45927584103913777,0.2590123446055536,303.24828996975407,8.605674355110018,0.3490658503988659,0.22335714414993987,0.17453292519943295,0.49450865009359146,0.5235987755982988,-1.3054859969033505
9139.680880447808,0.028700799267507668,0.45928063903636973,0.2612467678888096,303.2486615767979,8.70347896405604,0.3490658503988659,0.2266682589888666,0.17453292519943295,0.5005962835341699,0.5235987755982988,-1.3030090414879343
9139.593356633526,0.02902328738746372,0.45928549125545387,0.2634616530769116,303.2490373833485,8.801283961948652,0.3490658503988659,0.22999537947705634,0.17453292519943295,0.5066951842848658,0.5235987755982988,-1.3005451704985875
9139.504854767316,0.02934577558916986,0.45929039769660623,0.2656568816109491,303.2494173894227,8.899089350256503,0.3490658503988659,0.2333384254779968,0.17453292519943295,0.51280533266093,0.5235987755982988,-1.2980944124888685
9139.415374845268,0.029668263863696632,0.4592953583600436,0.26783233527742323,303.2498015950373,8.996895130335218,0.3490658503988659,0.23669731488557674,0.17453292519943295,0.5189267066766137,0.5235987755982988,-1.2956567960656542
9139.324916863457,0.029990752201736207,0.45930037324598355,0.2699878962272249,303.25019000020905,9.094701303425692,0.3490658503988659,0.2400719636045736,0.17453292519943295,0.5250592820304397,0.5235987755982988,-1.293232349904229
9139.233480817948,0.030313240593596587,0.4593054423546444,0.2721234469948577,303.25058260495496,9.192507870652335,0.3490658503988659,0.24346228553168367,0.17453292519943295,0.5312030320909727,0.5235987755982988,-1.2908211027634442
9139.141066704793,0.030635729029195976,0.4593105656862447,0.27423887051790086,303.2509794092919,9.290314833021355,0.3490658503988659,0.2468681925371147,0.17453292519943295,0.5373579278831108,0.5235987755982988,-1.2884230835009471
9139.04767452004,0.030958217498057095,0.45931574324100377,0.2763340501567078,303.2513804132369,9.38812219141904,0.3490658503988659,0.25028959444676163,0.17453292519943295,0.5435239380749188,0.5235987755982988,-1.2860383210884865
9138.953304259721,0.0312807059893015,0.4593209750191415,0.278408869714334,303.251785616807,9.48592994661003,0.3490658503988659,0.25372639902498506,0.17453292519943295,0.5497010289650255,0.5235987755982988,-1.2836668446272885
9138.857955919868,0.031603194491644,0.459326261020878,0.28046321345668923,303.2521950200192,9.583738099235623,0.3490658503988659,0.2571785119580131,0.17453292519943295,0.5558891644706024,0.5235987755982988,-1.2813086833635092
9138.761629496501,0.031925682993386995,0.45933160124643374,0.2824969661329085,303.2526086228906,9.681546649812061,0.3490658503988659,0.2606458368379868,0.17453292519943295,0.5620883061159491,0.5235987755982988,-1.2789638667037657
9138.66432498564,0.03224817148241496,0.4593369956960295,0.28451001299593437,303.25302642543824,9.779355598728849,0.3490658503988659,0.2641282751476692,0.17453292519943295,0.5682984130217024,0.5235987755982988,-1.2766324242307432
9138.566042383301,0.032570659946188844,0.4593424443698861,0.28650223982330614,303.2534484276793,9.877164946247058,0.3490658503988659,0.26762572624583814,0.17453292519943295,0.5745194418946928,0.5235987755982988,-1.2743143857188857
9138.466781685498,0.03289314837174057,0.45934794726822453,0.2884735329381472,303.25387462963084,9.97497469249766,0.3490658503988659,0.27113808735338363,0.17453292519943295,0.5807513470184671,0.5235987755982988,-1.2720097811501656
9138.366542888243,0.033215636745667534,0.4593535043912658,0.2904237792303452,303.25430503131,10.072784837479853,0.3490658503988659,0.27466525354012866,0.17453292519943295,0.5869940802444983,0.5235987755982988,-1.2697186407299406
9138.26532598755,0.03353812505412718,0.4593591157392311,0.2923528661779171,303.254739632734,10.17059538105941,0.3490658503988659,0.27820711771239404,0.17453292519943295,0.5932475909841042,0.5235987755982988,-1.2674409949028955
9138.163130979434,0.03386061328283155,0.45936478131234115,0.2942606818685519,303.2551784339198,10.268406322967037,0.3490658503988659,0.2817635706013271,0.17453292519943295,0.5995118262010936,0.5235987755982988,-1.2651768743690723
9138.059957859914,0.03418310141704195,0.4593705011108167,0.29614711502132296,303.2556214348845,10.366217662796737,0.3490658503988659,0.28533450075201344,0.17453292519943295,0.605786730405161,0.5235987755982988,-1.2629263100999926
9137.955806625014,0.03450558944156354,0.45937627513487816,0.2980120550085623,303.2560686356453,10.46402940000419,0.3490658503988659,0.28891979451339106,0.17453292519943295,0.6120722456460501,0.5235987755982988,-1.2606893333548708
9137.850677270762,0.03482807734074013,0.4593821033847458,0.2998553918778889,303.2565200362192,10.56184153390515,0.3490658503988659,0.29251933602898655,0.17453292519943295,0.6183683115085048,0.5235987755982988,-1.2584659756969254
9137.744569793198,0.035150565098448876,0.4593879858606391,0.3016770163743815,303.2569756366231,10.659654063673846,0.3490658503988659,0.2961330072284916,0.17453292519943295,0.6246748651080278,0.5235987755982988,-1.2562562690097876
9137.637484188368,0.03547305269809512,0.45939392256277733,0.30347681996288806,303.25743543687406,10.757466988341413,0.3490658503988659,0.2997606878201988,0.17453292519943295,0.6309918410874664,0.5235987755982988,-1.2540602455140104
9137.529420452329,0.035795540122607196,0.45939991349137904,0.3052546948504627,303.2578994369891,10.85528030679432,0.3490658503988659,0.30340225528431475,0.17453292519943295,0.637319171614443,0.5235987755982988,-1.2518779377836822
9137.420378581148,0.03611802735443137,0.4594059586466623,0.30701053400892026,303.25836763698493,10.953094017772827,0.3490658503988659,0.3070575848671688,0.17453292519943295,0.6436567863796503,0.5235987755982988,-1.2497093787631468
9137.310358570909,0.0364405143755268,0.4594120580288441,0.3087442311974996,303.25884003687844,11.050908119869451,0.3490658503988659,0.31072654957633467,0.17453292519943295,0.6500046125960284,0.5235987755982988,-1.247554601783833
9137.199360417708,0.03676300116736052,0.459418211638141,0.31045568098562576,303.25931663668644,11.148722611527457,0.3490658503988659,0.3144090201766824,0.17453292519943295,0.6563625749988415,0.5235987755982988,-1.2454136405811973
9137.087384117658,0.037085487710902566,0.4594244194747685,0.3121447787757603,303.2597974364256,11.246537491039362,0.3490658503988659,0.3181048651873769,0.17453292519943295,0.6627305958466726,0.5235987755982988,-1.2432865293117827
9136.97442966689,0.03740797398662106,0.4594306815389409,0.31381142082633073,303.26028243611245,11.34435275654545,0.3490658503988659,0.32181395087984027,0.17453292519943295,0.6691085949233508,0.5235987755982988,-1.2411733025703964
9136.860497061556,0.037730459974477416,0.4594369978308718,0.31545550427472724,303.26077163576366,11.442168406032318,0.3490658503988659,0.32553614127669256,0.17453292519943295,0.6754964895408309,0.5235987755982988,-1.239073995407411
9136.745586297826,0.03805294565392169,0.4594433683507734,0.31707692716035696,303.2612650353955,11.539984437331448,0.3490658503988659,0.3292712981516876,0.17453292519943295,0.6818941945430369,0.5235987755982988,-1.236988643346192
9136.629697371895,0.038375431003887774,0.4594497930988566,0.3186755884477445,303.26176263502447,11.637800848117772,0.3490658503988659,0.33301928103065725,0.17453292519943295,0.6883016223106891,0.5235987755982988,-1.2349172824006556
9136.512830279979,0.03869791600278887,0.45945627207533124,0.32025138804966735,303.26226443466675,11.735617635908282,0.3490658503988659,0.33677994719347953,0.17453292519943295,0.6947186827671259,0.5235987755982988,-1.2328599490929588
9136.394985018323,0.03902040062851304,0.4594628052804054,0.32180422685031496,303.26277043433845,11.833434798060665,0.3490658503988659,0.3405531516770833,0.17453292519943295,0.7011452833851364,0.5235987755982988,-1.2308166804713303
9136.276161583199,0.039342884858418595,0.45946939271428594,0.32333400672846013,303.26328063405555,11.931252331771933,0.3490658503988659,0.3443387472795029,0.17453292519943295,0.7075813291948166,0.5235987755982988,-1.228787514128041
9136.156359970904,0.03966536866932985,0.45947603437717793,0.3248406305806306,303.263795033834,12.029070234077109,0.3490658503988659,0.34813658456499497,0.17453292519943295,0.7140267227924626,0.5235987755982988,-1.2267724882175213
9136.035580177771,0.03998785203753278,0.4594827302692849,0.32632400234426884,303.2643136336896,12.126888501847914,0.3490658503988659,0.3519465118702288,0.17453292519943295,0.7204813643505108,0.5235987755982988,-1.2247716414746275
9135.913822200162,0.0403103349387708,0.45948948039080834,0.32778402702086806,303.26483643363787,12.224707131791485,0.3490658503988659,0.3557683753115615,0.17453292519943295,0.7269451516285401,0.5235987755982988,-1.2227850132330655
9135.791086034471,0.040632817348240674,0.45949628474194826,0.3292206106990724,303.2653634336943,12.322526120449126,0.3490658503988659,0.3596020187934078,0.17453292519943295,0.7334179799853433,0.5235987755982988,-1.2208126434439706
9135.667371677131,0.04095529924058839,0.4595031433229024,0.3306336605777279,303.26589463387427,12.42034546419507,0.3490658503988659,0.36344728401771387,0.17453292519943295,0.7398997423920793,0.5235987755982988,-1.218854572694653
9135.542679124612,0.04127778058990531,0.4595100561338664,0.33202308498887284,303.26643003419287,12.518165159235284,0.3490658503988659,0.367304010494544,0.17453292519943295,0.746390329446515,0.5235987755982988,-1.2169108422275108
